user_id,frequency,monetary,avg_order_value,total_items,recency,R,F,M,rfm_cell,rfm_score,segment,action
4587,13,853.98,65.69,102,14.0,2,3,4,23,9,At Risk,Win-back campaign; personalised reorders.
1265,12,822.1,68.51,90,5.0,4,3,4,43,11,Potential Loyalists,Membership/loyalty offers to deepen the habit.
2906,12,661.09,55.09,91,10.0,3,3,3,33,9,Need Attention,Limited-time offers on past favourites.
488,12,649.14,54.1,86,11.0,2,3,2,23,7,At Risk,Win-back campaign; personalised reorders.
2255,10,624.15,62.42,85,12.0,2,2,2,22,6,Hibernating,Low-cost reactivation; otherwise let lapse.
4548,16,1216.74,76.05,126,16.0,1,5,5,15,11,Can't Lose Them,Aggressive win-back; they were valuable.
4705,14,825.93,59.0,107,6.0,4,4,4,44,12,Loyal Customers,Upsell higher-value items; ask for reviews.
1101,16,1154.73,72.17,127,14.0,2,5,5,25,12,Can't Lose Them,Aggressive win-back; they were valuable.
1048,21,1136.24,54.11,176,3.0,5,5,5,55,15,Champions,"Reward; early access, referrals, VIP perks."
360,8,478.45,59.81,55,4.0,5,1,1,51,7,New Customers,Onboarding support; build the second-order habit.
1770,12,721.12,60.09,88,2.0,5,3,3,53,11,Potential Loyalists,Membership/loyalty offers to deepen the habit.
99,11,677.12,61.56,88,6.0,4,2,3,42,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
629,9,467.37,51.93,63,10.0,3,1,1,31,5,About to Sleep,Reactivate with relevant recommendations.
3057,16,852.72,53.3,128,9.0,3,5,4,35,12,Loyal Customers,Upsell higher-value items; ask for reviews.
1215,17,1023.72,60.22,128,4.0,5,5,5,55,15,Champions,"Reward; early access, referrals, VIP perks."
3688,9,550.23,61.14,77,10.0,3,1,2,31,6,About to Sleep,Reactivate with relevant recommendations.
4225,15,648.98,43.27,102,9.0,3,4,2,34,9,Loyal Customers,Upsell higher-value items; ask for reviews.
4194,7,379.46,54.21,54,6.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
3499,9,701.17,77.91,83,10.0,3,1,3,31,7,About to Sleep,Reactivate with relevant recommendations.
3960,11,538.19,48.93,81,7.0,3,2,2,32,7,About to Sleep,Reactivate with relevant recommendations.
4911,18,1173.37,65.19,163,30.0,1,5,5,15,11,Can't Lose Them,Aggressive win-back; they were valuable.
2736,14,895.87,63.99,113,0.0,5,4,4,54,13,Champions,"Reward; early access, referrals, VIP perks."
2224,9,386.34,42.93,66,9.0,3,1,1,31,5,About to Sleep,Reactivate with relevant recommendations.
2410,3,179.79,59.93,21,2.0,5,1,1,51,7,New Customers,Onboarding support; build the second-order habit.
442,16,683.88,42.74,112,21.0,1,5,3,15,9,Can't Lose Them,Aggressive win-back; they were valuable.
2866,7,409.37,58.48,63,3.0,5,1,1,51,7,New Customers,Onboarding support; build the second-order habit.
2254,10,632.23,63.22,77,13.0,2,2,2,22,6,Hibernating,Low-cost reactivation; otherwise let lapse.
1238,11,572.24,52.02,76,13.0,2,2,2,22,6,Hibernating,Low-cost reactivation; otherwise let lapse.
12,10,432.21,43.22,79,19.0,1,2,1,12,4,Hibernating,Low-cost reactivation; otherwise let lapse.
2426,11,447.33,40.67,67,12.0,2,2,1,22,5,Hibernating,Low-cost reactivation; otherwise let lapse.
1354,8,772.21,96.53,79,5.0,4,1,3,41,8,Promising,Targeted offers and brand awareness.
4082,16,973.58,60.85,142,10.0,3,5,5,35,13,Loyal Customers,Upsell higher-value items; ask for reviews.
2486,12,887.97,74.0,103,18.0,1,3,4,13,8,At Risk,Win-back campaign; personalised reorders.
1283,16,962.64,60.17,136,2.0,5,5,5,55,15,Champions,"Reward; early access, referrals, VIP perks."
4654,9,459.34,51.04,66,9.0,3,1,1,31,5,About to Sleep,Reactivate with relevant recommendations.
1503,11,646.03,58.73,97,6.0,4,2,2,42,8,Potential Loyalists,Membership/loyalty offers to deepen the habit.
2494,18,1270.66,70.59,134,10.0,3,5,5,35,13,Loyal Customers,Upsell higher-value items; ask for reviews.
899,13,884.14,68.01,86,0.0,5,3,4,53,12,Potential Loyalists,Membership/loyalty offers to deepen the habit.
2477,13,905.0,69.62,100,23.0,1,3,4,13,8,At Risk,Win-back campaign; personalised reorders.
935,17,889.69,52.33,131,16.0,1,5,4,15,10,Can't Lose Them,Aggressive win-back; they were valuable.
4459,14,946.83,67.63,117,15.0,2,4,5,24,11,At Risk,Win-back campaign; personalised reorders.
2498,17,1179.79,69.4,121,11.0,2,5,5,25,12,Can't Lose Them,Aggressive win-back; they were valuable.
3495,9,492.37,54.71,63,13.0,2,1,1,21,4,Hibernating,Low-cost reactivation; otherwise let lapse.
4173,11,652.12,59.28,88,10.0,3,2,3,32,8,About to Sleep,Reactivate with relevant recommendations.
264,8,607.35,75.92,65,2.0,5,1,2,51,8,New Customers,Onboarding support; build the second-order habit.
4151,10,694.15,69.42,85,5.0,4,2,3,42,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
2954,13,643.12,49.47,88,9.0,3,3,2,33,8,Need Attention,Limited-time offers on past favourites.
384,16,1018.67,63.67,133,8.0,3,5,5,35,13,Loyal Customers,Upsell higher-value items; ask for reviews.
4433,11,884.03,80.37,97,17.0,1,2,4,12,7,Hibernating,Low-cost reactivation; otherwise let lapse.
4487,14,804.09,57.44,91,0.0,5,4,4,54,13,Champions,"Reward; early access, referrals, VIP perks."
4155,20,1953.37,97.67,163,7.0,3,5,5,35,13,Loyal Customers,Upsell higher-value items; ask for reviews.
3737,17,891.78,52.46,122,7.0,3,5,4,35,12,Loyal Customers,Upsell higher-value items; ask for reviews.
3274,12,657.2,54.77,80,9.0,3,3,3,33,9,Need Attention,Limited-time offers on past favourites.
2475,17,1339.54,78.8,146,7.0,3,5,5,35,13,Loyal Customers,Upsell higher-value items; ask for reviews.
4537,10,528.28,52.83,72,11.0,2,2,2,22,6,Hibernating,Low-cost reactivation; otherwise let lapse.
3659,11,580.07,52.73,93,7.0,3,2,2,32,7,About to Sleep,Reactivate with relevant recommendations.
4668,11,727.06,66.1,94,3.0,5,2,3,52,10,Potential Loyalists,Membership/loyalty offers to deepen the habit.
3675,5,247.67,49.53,33,9.0,3,1,1,31,5,About to Sleep,Reactivate with relevant recommendations.
2894,8,441.37,55.17,63,1.0,5,1,1,51,7,New Customers,Onboarding support; build the second-order habit.
3583,17,1170.77,68.87,123,12.0,2,5,5,25,12,Can't Lose Them,Aggressive win-back; they were valuable.
2535,8,443.38,55.42,62,5.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
826,12,585.02,48.75,98,30.0,1,3,2,13,6,At Risk,Win-back campaign; personalised reorders.
4897,10,567.25,56.73,75,1.0,5,2,2,52,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
2737,6,367.51,61.25,49,6.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
431,10,642.22,64.22,78,8.0,3,2,2,32,7,About to Sleep,Reactivate with relevant recommendations.
3505,8,384.37,48.05,63,19.0,1,1,1,11,3,Hibernating,Low-cost reactivation; otherwise let lapse.
4114,9,583.25,64.81,75,9.0,3,1,2,31,6,About to Sleep,Reactivate with relevant recommendations.
462,14,808.05,57.72,95,13.0,2,4,4,24,10,At Risk,Win-back campaign; personalised reorders.
4574,17,1140.69,67.1,131,4.0,5,5,5,55,15,Champions,"Reward; early access, referrals, VIP perks."
2297,14,616.96,44.07,104,22.0,1,4,2,14,7,At Risk,Win-back campaign; personalised reorders.
4995,6,381.46,63.58,54,6.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
4581,17,1052.82,61.93,118,10.0,3,5,5,35,13,Loyal Customers,Upsell higher-value items; ask for reviews.
3339,10,598.2,59.82,80,18.0,1,2,2,12,5,Hibernating,Low-cost reactivation; otherwise let lapse.
855,11,650.15,59.1,85,6.0,4,2,3,42,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
1615,11,610.04,55.46,96,9.0,3,2,2,32,7,About to Sleep,Reactivate with relevant recommendations.
4725,15,963.83,64.26,117,15.0,2,4,5,24,11,At Risk,Win-back campaign; personalised reorders.
3780,16,845.83,52.86,117,7.0,3,5,4,35,12,Loyal Customers,Upsell higher-value items; ask for reviews.
4291,9,500.38,55.6,62,3.0,5,1,1,51,7,New Customers,Onboarding support; build the second-order habit.
1564,18,924.69,51.37,131,5.0,4,5,4,45,13,Loyal Customers,Upsell higher-value items; ask for reviews.
1397,7,519.33,74.19,67,17.0,1,1,1,11,3,Hibernating,Low-cost reactivation; otherwise let lapse.
2160,13,736.13,56.63,87,5.0,4,3,3,43,10,Potential Loyalists,Membership/loyalty offers to deepen the habit.
2126,12,522.14,43.51,86,3.0,5,3,2,53,10,Potential Loyalists,Membership/loyalty offers to deepen the habit.
4032,7,360.49,51.5,51,14.0,2,1,1,21,4,Hibernating,Low-cost reactivation; otherwise let lapse.
3987,18,1069.54,59.42,146,7.0,3,5,5,35,13,Loyal Customers,Upsell higher-value items; ask for reviews.
1579,9,573.26,63.7,74,13.0,2,1,2,21,5,Hibernating,Low-cost reactivation; otherwise let lapse.
768,13,882.98,67.92,102,3.0,5,3,4,53,12,Potential Loyalists,Membership/loyalty offers to deepen the habit.
2243,9,455.5,50.61,50,21.0,1,1,1,11,3,Hibernating,Low-cost reactivation; otherwise let lapse.
838,10,772.15,77.22,85,1.0,5,2,3,52,10,Potential Loyalists,Membership/loyalty offers to deepen the habit.
2817,15,948.66,63.24,134,3.0,5,4,5,54,14,Champions,"Reward; early access, referrals, VIP perks."
3905,11,730.12,66.37,88,10.0,3,2,3,32,8,About to Sleep,Reactivate with relevant recommendations.
3130,16,947.72,59.23,128,7.0,3,5,5,35,13,Loyal Customers,Upsell higher-value items; ask for reviews.
2292,7,302.58,43.23,42,1.0,5,1,1,51,7,New Customers,Onboarding support; build the second-order habit.
2089,12,1029.98,85.83,102,18.0,1,3,5,13,9,At Risk,Win-back campaign; personalised reorders.
1928,13,779.07,59.93,93,6.0,4,3,4,43,11,Potential Loyalists,Membership/loyalty offers to deepen the habit.
3686,11,651.24,59.2,76,5.0,4,2,3,42,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
88,20,1129.29,56.46,171,9.0,3,5,5,35,13,Loyal Customers,Upsell higher-value items; ask for reviews.
4295,17,914.87,53.82,113,17.0,1,5,4,15,10,Can't Lose Them,Aggressive win-back; they were valuable.
188,14,1009.99,72.14,101,3.0,5,4,5,54,14,Champions,"Reward; early access, referrals, VIP perks."
461,17,883.76,51.99,124,4.0,5,5,4,55,14,Champions,"Reward; early access, referrals, VIP perks."
3653,11,711.18,64.65,82,9.0,3,2,3,32,8,About to Sleep,Reactivate with relevant recommendations.
240,19,1059.53,55.76,147,5.0,4,5,5,45,14,Loyal Customers,Upsell higher-value items; ask for reviews.
1878,10,571.2,57.12,80,13.0,2,2,2,22,6,Hibernating,Low-cost reactivation; otherwise let lapse.
3871,11,552.28,50.21,72,3.0,5,2,2,52,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
1467,13,757.94,58.3,106,23.0,1,3,3,13,7,At Risk,Win-back campaign; personalised reorders.
4232,21,1248.23,59.44,177,6.0,4,5,5,45,14,Loyal Customers,Upsell higher-value items; ask for reviews.
2155,10,761.1,76.11,90,27.0,1,2,3,12,6,Hibernating,Low-cost reactivation; otherwise let lapse.
4723,17,938.78,55.22,122,0.0,5,5,5,55,15,Champions,"Reward; early access, referrals, VIP perks."
2792,13,883.96,68.0,104,30.0,1,3,4,13,8,At Risk,Win-back campaign; personalised reorders.
3549,7,533.49,76.21,51,12.0,2,1,2,21,5,Hibernating,Low-cost reactivation; otherwise let lapse.
3908,13,736.06,56.62,94,12.0,2,3,3,23,8,At Risk,Win-back campaign; personalised reorders.
703,16,1023.69,63.98,131,30.0,1,5,5,15,11,Can't Lose Them,Aggressive win-back; they were valuable.
226,12,620.09,51.67,91,13.0,2,3,2,23,7,At Risk,Win-back campaign; personalised reorders.
2413,8,351.3,43.91,70,2.0,5,1,1,51,7,New Customers,Onboarding support; build the second-order habit.
1161,13,635.07,48.85,93,9.0,3,3,2,33,8,Need Attention,Limited-time offers on past favourites.
2428,12,879.03,73.25,97,4.0,5,3,4,53,12,Potential Loyalists,Membership/loyalty offers to deepen the habit.
81,15,781.93,52.13,107,7.0,3,4,4,34,11,Loyal Customers,Upsell higher-value items; ask for reviews.
3541,11,636.26,57.84,74,8.0,3,2,2,32,7,About to Sleep,Reactivate with relevant recommendations.
2455,15,702.88,46.86,112,4.0,5,4,3,54,12,Champions,"Reward; early access, referrals, VIP perks."
4021,14,1069.63,76.4,137,9.0,3,4,5,34,12,Loyal Customers,Upsell higher-value items; ask for reviews.
2153,10,522.21,52.22,79,1.0,5,2,2,52,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
204,11,544.12,49.47,88,2.0,5,2,2,52,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
1021,11,646.11,58.74,89,10.0,3,2,2,32,7,About to Sleep,Reactivate with relevant recommendations.
5,13,790.93,60.84,107,14.0,2,3,4,23,9,At Risk,Win-back campaign; personalised reorders.
4396,12,820.22,68.35,78,8.0,3,3,4,33,10,Need Attention,Limited-time offers on past favourites.
1165,7,482.43,68.92,57,19.0,1,1,1,11,3,Hibernating,Low-cost reactivation; otherwise let lapse.
3406,11,512.23,46.57,77,25.0,1,2,1,12,4,Hibernating,Low-cost reactivation; otherwise let lapse.
4902,16,987.79,61.74,121,5.0,4,5,5,45,14,Loyal Customers,Upsell higher-value items; ask for reviews.
3753,7,310.53,44.36,47,13.0,2,1,1,21,4,Hibernating,Low-cost reactivation; otherwise let lapse.
3342,14,813.95,58.14,105,19.0,1,4,4,14,9,At Risk,Win-back campaign; personalised reorders.
1429,13,1061.94,81.69,106,27.0,1,3,5,13,9,At Risk,Win-back campaign; personalised reorders.
807,14,900.97,64.36,103,5.0,4,4,4,44,12,Loyal Customers,Upsell higher-value items; ask for reviews.
2705,15,873.73,58.25,127,10.0,3,4,4,34,11,Loyal Customers,Upsell higher-value items; ask for reviews.
361,7,293.47,41.92,53,9.0,3,1,1,31,5,About to Sleep,Reactivate with relevant recommendations.
4254,13,637.1,49.01,90,8.0,3,3,2,33,8,Need Attention,Limited-time offers on past favourites.
2971,18,1118.48,62.14,152,20.0,1,5,5,15,11,Can't Lose Them,Aggressive win-back; they were valuable.
2227,10,579.32,57.93,68,27.0,1,2,2,12,5,Hibernating,Low-cost reactivation; otherwise let lapse.
4607,11,677.13,61.56,87,9.0,3,2,3,32,8,About to Sleep,Reactivate with relevant recommendations.
2865,7,448.49,64.07,51,18.0,1,1,1,11,3,Hibernating,Low-cost reactivation; otherwise let lapse.
785,16,852.79,53.3,121,11.0,2,5,4,25,11,Can't Lose Them,Aggressive win-back; they were valuable.
444,14,850.84,60.77,116,2.0,5,4,4,54,13,Champions,"Reward; early access, referrals, VIP perks."
537,9,608.15,67.57,85,20.0,1,1,2,11,4,Hibernating,Low-cost reactivation; otherwise let lapse.
1914,9,539.41,59.93,59,21.0,1,1,2,11,4,Hibernating,Low-cost reactivation; otherwise let lapse.
1401,10,520.18,52.02,82,2.0,5,2,1,52,8,Potential Loyalists,Membership/loyalty offers to deepen the habit.
4106,11,648.14,58.92,86,3.0,5,2,2,52,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
343,10,769.1,76.91,90,2.0,5,2,3,52,10,Potential Loyalists,Membership/loyalty offers to deepen the habit.
4700,18,1132.59,62.92,141,9.0,3,5,5,35,13,Loyal Customers,Upsell higher-value items; ask for reviews.
2534,15,1074.69,71.65,131,21.0,1,4,5,14,10,At Risk,Win-back campaign; personalised reorders.
4516,7,371.4,53.06,60,9.0,3,1,1,31,5,About to Sleep,Reactivate with relevant recommendations.
3246,12,803.99,67.0,101,1.0,5,3,4,53,12,Potential Loyalists,Membership/loyalty offers to deepen the habit.
3880,12,683.98,57.0,102,11.0,2,3,3,23,8,At Risk,Win-back campaign; personalised reorders.
3876,12,851.01,70.92,99,6.0,4,3,4,43,11,Potential Loyalists,Membership/loyalty offers to deepen the habit.
4245,12,740.16,61.68,84,9.0,3,3,3,33,9,Need Attention,Limited-time offers on past favourites.
2695,14,631.93,45.14,107,13.0,2,4,2,24,8,At Risk,Win-back campaign; personalised reorders.
2078,14,972.85,69.49,115,4.0,5,4,5,54,14,Champions,"Reward; early access, referrals, VIP perks."
722,14,869.07,62.08,93,24.0,1,4,4,14,9,At Risk,Win-back campaign; personalised reorders.
3861,7,565.37,80.77,63,11.0,2,1,2,21,5,Hibernating,Low-cost reactivation; otherwise let lapse.
2474,10,342.51,34.25,49,1.0,5,2,1,52,8,Potential Loyalists,Membership/loyalty offers to deepen the habit.
2288,15,822.98,54.87,102,6.0,4,4,4,44,12,Loyal Customers,Upsell higher-value items; ask for reviews.
4997,12,815.97,68.0,103,14.0,2,3,4,23,9,At Risk,Win-back campaign; personalised reorders.
199,11,688.17,62.56,83,9.0,3,2,3,32,8,About to Sleep,Reactivate with relevant recommendations.
369,10,503.34,50.33,66,3.0,5,2,1,52,8,Potential Loyalists,Membership/loyalty offers to deepen the habit.
4477,6,455.47,75.91,53,10.0,3,1,1,31,5,About to Sleep,Reactivate with relevant recommendations.
4198,13,607.19,46.71,81,9.0,3,3,2,33,8,Need Attention,Limited-time offers on past favourites.
3783,13,687.14,52.86,86,11.0,2,3,3,23,8,At Risk,Win-back campaign; personalised reorders.
3632,16,969.66,60.6,134,4.0,5,5,5,55,15,Champions,"Reward; early access, referrals, VIP perks."
3350,15,1055.89,70.39,111,10.0,3,4,5,34,12,Loyal Customers,Upsell higher-value items; ask for reviews.
2010,8,437.47,54.68,53,18.0,1,1,1,11,3,Hibernating,Low-cost reactivation; otherwise let lapse.
1142,15,678.96,45.26,104,24.0,1,4,3,14,8,At Risk,Win-back campaign; personalised reorders.
740,15,1008.86,67.26,114,4.0,5,4,5,54,14,Champions,"Reward; early access, referrals, VIP perks."
2166,12,639.15,53.26,85,11.0,2,3,2,23,7,At Risk,Win-back campaign; personalised reorders.
2986,5,240.71,48.14,29,6.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
230,17,1133.6,66.68,140,5.0,4,5,5,45,14,Loyal Customers,Upsell higher-value items; ask for reviews.
3621,10,667.31,66.73,69,15.0,2,2,3,22,7,Hibernating,Low-cost reactivation; otherwise let lapse.
4618,10,884.97,88.5,103,21.0,1,2,4,12,7,Hibernating,Low-cost reactivation; otherwise let lapse.
1663,15,693.75,46.25,125,2.0,5,4,3,54,12,Champions,"Reward; early access, referrals, VIP perks."
78,8,391.39,48.92,61,11.0,2,1,1,21,4,Hibernating,Low-cost reactivation; otherwise let lapse.
573,12,715.1,59.59,90,7.0,3,3,3,33,9,Need Attention,Limited-time offers on past favourites.
4029,13,749.03,57.62,97,3.0,5,3,3,53,11,Potential Loyalists,Membership/loyalty offers to deepen the habit.
3865,11,667.21,60.66,79,15.0,2,2,3,22,7,Hibernating,Low-cost reactivation; otherwise let lapse.
3792,9,603.14,67.02,86,12.0,2,1,2,21,5,Hibernating,Low-cost reactivation; otherwise let lapse.
1998,15,1036.71,69.11,129,14.0,2,4,5,24,11,At Risk,Win-back campaign; personalised reorders.
4483,10,710.13,71.01,87,6.0,4,2,3,42,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
4169,13,748.03,57.54,97,3.0,5,3,3,53,11,Potential Loyalists,Membership/loyalty offers to deepen the habit.
1451,7,422.46,60.35,54,22.0,1,1,1,11,3,Hibernating,Low-cost reactivation; otherwise let lapse.
2816,10,587.11,58.71,89,8.0,3,2,2,32,7,About to Sleep,Reactivate with relevant recommendations.
2881,9,657.3,73.03,70,8.0,3,1,3,31,7,About to Sleep,Reactivate with relevant recommendations.
2007,13,624.14,48.01,86,3.0,5,3,2,53,10,Potential Loyalists,Membership/loyalty offers to deepen the habit.
2199,13,571.0,43.92,100,13.0,2,3,2,23,7,At Risk,Win-back campaign; personalised reorders.
852,11,563.14,51.19,86,2.0,5,2,2,52,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
1927,14,981.94,70.14,106,13.0,2,4,5,24,11,At Risk,Win-back campaign; personalised reorders.
611,13,1042.81,80.22,119,3.0,5,3,5,53,13,Potential Loyalists,Membership/loyalty offers to deepen the habit.
3772,10,610.16,61.02,84,24.0,1,2,2,12,5,Hibernating,Low-cost reactivation; otherwise let lapse.
2354,12,637.15,53.1,85,3.0,5,3,2,53,10,Potential Loyalists,Membership/loyalty offers to deepen the habit.
1246,9,505.26,56.14,74,8.0,3,1,1,31,5,About to Sleep,Reactivate with relevant recommendations.
2175,14,867.8,61.99,120,11.0,2,4,4,24,10,At Risk,Win-back campaign; personalised reorders.
4734,11,806.11,73.28,89,9.0,3,2,4,32,9,About to Sleep,Reactivate with relevant recommendations.
1852,10,514.22,51.42,78,21.0,1,2,1,12,4,Hibernating,Low-cost reactivation; otherwise let lapse.
4292,15,1454.62,96.97,138,16.0,1,4,5,14,10,At Risk,Win-back campaign; personalised reorders.
4613,11,901.03,81.91,97,15.0,2,2,4,22,8,Hibernating,Low-cost reactivation; otherwise let lapse.
3879,14,783.0,55.93,100,15.0,2,4,4,24,10,At Risk,Win-back campaign; personalised reorders.
